query_file,NumberOfLines,NumberOfKeywords,Keywords, ,qlever_NumberOfResult,qlever_Class,qlever_Time,qlever_Error,  ,fuseki_NumberOfResult,fuseki_Class,fuseki_Time,fuseki_Error,   ,neptune_NumberOfResult,neptune_Class,neptune_Time,neptune_Error,    ,stardog_NumberOfResult,stardog_Class,stardog_Time,stardog_Error,     ,graphdb_NumberOfResult,graphdb_Class,graphdb_Time,graphdb_Error,      ,rdfox_NumberOfResult,rdfox_Class,rdfox_Time,rdfox_Error,       ,rdfox_adjusted_NumberOfResult,rdfox_adjusted_Class,rdfox_adjusted_Time,rdfox_adjusted_Error,        ,median,Arithmetic Mean,std,results_std
Query_198.sparql,7,13,"{'select': 1, 'NumbericFunc': 1, 'DateFunc': 1, 'as': 1, 'PropertyPath': 3, 'optional': 2, 'filter': 1, 'bound': 1, 'Order': 1, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: ROUND((NOW() - ?date)/365.2425) AS ?age)
{
  ?software wdt:P31/wdt:P139* wd:Q7397.
  OPTIONAL { ?software wdt:P571 ?date. }
  OPTIONAL { ?software p:P348/pq:P577 ?date. }
  FILTER(BOUND(?date)).
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}
ORDER BY ?date
LIMIT 10", ,10.0,Success,0.4326096,, ,10.0,Success,1.2297556,, ,10.0,Success,0.319229,, ,10.0,Success,0.296529,, ,10.0,Success,45.0024529,, ,10.0,Success,18.11348729,, ,1.2297556,95.05629476999998,223.27311908942295,0.0
Query_199.sparql,4,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 1, 'optional': 1}", ,87.0,Success,0.0024473999999999,, ,87.0,Success,0.0967620999999999,, ,87.0,Success,0.1153291,, ,87.0,Success,0.0055884,, ,87.0,Success,0.0173892,, ,87.0,Success,0.0027339,, ,87.0,Success,0.001100395,, ,0.0055884,0.03447864214285711,0.049481574502434046,0.0
Query_200.sparql,4,6,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'optional': 1}", ,,Error,600.0,"ParseException, cause: Expected '.' but got 'optional' in the input at pos 2010 : OPTIONAL { ?instance_of wdt:P856 ?official_website. }
  ?instance_of wdt:P277 wd:Q37227.
}", ,87.0,Success,0.0962411,, ,87.0,Success,0.1184183,, ,87.0,Success,0.0054219,, ,87.0,Success,0.0171363,, ,87.0,Success,0.0023278,, ,87.0,Success,0.00093694,, ,0.0171363,85.74864033428571,226.76353997807882,0.0
Query_201.sparql,7,7,"{'select': 1, 'PropertyPath': 2, 'union': 3, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,,Error,600.0,File is empty, ,100.0,Success,0.0932782,, ,100.0,Success,0.0074081999999999,, ,100.0,Success,0.005338,, ,100.0,Success,0.0053646,, ,100.0,Success,0.002159252,, ,0.0074081999999999,171.44479260742855,292.7589424857393,0.0
Query_202.sparql,8,5,"{'select': 1, 'where': 1, 'optional': 1, 'Order': 2}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?databaseLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,,Timeout,600.0,Query timed out, ,3.0,Success,2.3461713,, ,3.0,Success,0.0143080999999999,, ,3.0,Success,0.0806368,, ,3.0,Success,0.0010777999999999,, ,3.0,Success,0.000433815,, ,0.0806368,171.77751825928573,292.5328758655168,0.0
Query_203.sparql,4,2,"{'select': 1, 'where': 1}", ,3.0,Success,0.0014097,, ,3.0,Success,0.0049606,, ,3.0,Success,0.0152994999999999,, ,3.0,Success,0.0022576,, ,3.0,Success,0.0016282,, ,3.0,Success,0.0009784,, ,3.0,Success,0.000393806,, ,0.0016282,0.003846829428571414,0.005259007714673487,0.0
Query_204.sparql,6,9,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'PropertyPath': 2, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?appLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,679.0,Success,0.2009548,, ,679.0,Success,0.2808019,, ,679.0,Success,0.0672744,, ,679.0,Success,0.0597129999999999,, ,679.0,Success,0.0156722,, ,679.0,Success,0.006308061,, ,0.0672744,85.80438919442858,226.7389744376532,0.0
Query_205.sparql,6,10,"{'select': 1, 'distinct': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'PropertyPath': 2, 'groupby': 1, 'Order': 2}", ,828.0,Success,0.0039683,, ,828.0,Success,0.1233531,, ,828.0,Success,0.2314908,, ,828.0,Success,0.0317246,, ,828.0,Success,0.0387372,, ,828.0,Success,0.0085109,, ,828.0,Success,0.003425637,, ,0.0317246,0.06303007671428572,0.08524609716534882,0.0
Query_206.sparql,5,2,"{'select': 1, 'where': 1}", ,26.0,Success,0.0017387,, ,26.0,Success,0.0067889999999999,, ,26.0,Success,0.0188329,, ,26.0,Success,0.003513,, ,26.0,Success,0.0023633,, ,26.0,Success,0.0012525,, ,26.0,Success,0.000504131,, ,0.0023633,0.004999075857142842,0.006436946291097983,0.0
Query_207.sparql,9,3,"{'select': 1, 'where': 1, 'limit': 1}", ,50.0,Success,0.0127162,, ,50.0,Success,0.0091116,, ,50.0,Success,0.0230257,, ,50.0,Success,0.0035418,, ,50.0,Success,0.0027984999999999,, ,50.0,Success,0.0011903999999999,, ,50.0,Success,0.000479136,, ,0.0035418,0.0075519051428571135,0.00814155525109211,0.0
Query_208.sparql,9,12,"{'select': 1, 'SetFunc': 4, 'as': 4, 'where': 1, 'groupby': 1, 'Order': 1}", ,118.0,Success,0.0051707,, ,,Error,600.0,Parse error: Variable used when already in-scope: ?symbol in ((AGG ?.0 SAMPLE(?symbol)) AS ?symbol), ,118.0,Success,0.0934788,, ,118.0,Success,0.0187203,, ,118.0,Success,0.0179625,, ,118.0,Success,0.0045081,, ,118.0,Success,0.00181451,, ,0.0179625,85.73452212999999,226.7697626329851,0.0
Query_209.sparql,7,10,"{'select': 1, 'SetFunc': 1, 'as': 2, 'where': 1, 'optional': 1, 'bind': 1, 'if': 1, 'bound': 1, 'groupby': 1}", ,,,0.0014135999999999,, ,,,0.0022676,, ,,,0.5601527,, ,,,0.0024659,, ,,,0.0016303,, ,,,0.0009954,, ,,,0.000400649,, ,0.0016303,0.08133230699999998,0.21114113302879325,
Query_210.sparql,8,5,"{'select': 1, 'where': 1, 'optional': 2, 'PropertyPath': 1}", ,217.0,Success,2.2456843,, ,217.0,Success,6.447146999999999,, ,217.0,Success,0.0339227,, ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,217.0,Success,0.0447938,, ,217.0,Success,0.0016955999999999,, ,217.0,Success,0.000682479,, ,0.0447938,86.967703697,226.238422008982,0.0
Query_211.sparql,3,3,"{'select': 1, 'distinct': 1, 'where': 1}", ,100000.0,Error,600.0,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,931736.0,Success,3.5532555,, ,931736.0,Success,3.9654527,, ,931736.0,Success,5.936617,, ,931736.0,Success,2.1346981,, ,931736.0,Success,0.859215985,, ,3.9654527,173.778462755,291.16896876407793,339554.8001172516
Query_212.sparql,4,4,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1}", ,838.0,Success,0.0035047,, ,838.0,Success,168.4991233,, ,838.0,Success,2.4625751,, ,838.0,Success,0.8555602999999999,, ,838.0,Success,1.2243028,, ,838.0,Success,1.4468216,, ,838.0,Success,0.582345694,, ,1.2243028,25.010604784857147,63.277128173570745,0.0
Query_213.sparql,7,11,"{'select': 2, 'where': 2, 'distinct': 1, 'SetFunc': 1, 'as': 1, 'groupby': 1, 'filter': 1, 'Order': 2}", ,384.0,Success,0.0024528,, ,384.0,Success,39.3055169,, ,384.0,Success,5.5416903,, ,384.0,Success,0.7044082,, ,384.0,Success,2.4226739000000004,, ,384.0,Success,1.0919976,, ,384.0,Success,0.439529034,, ,1.0919976,7.0726098191428575,14.336622759357583,0.0
Query_214.sparql,6,6,"{'select': 1, 'distinct': 1, 'DateFunc': 1, 'as': 1, 'where': 1, 'optional': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: YEAR(?when) as ?date) ?pic
WHERE {
  ?item p:P166 ?awardStat . # … with an awarded(P166) statement
  ?awardStat ps:P166 wd:Q44585 . # … that has the value Nobel Prize in Chemistry (Q35637)
  ?awardStat pq:P585 ?when . # when did they receive the Nobel prize
 
#SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . }
OPTIONAL { ?item wdt:P18 ?pic }
}", ,203.0,Success,0.0165861,, ,203.0,Success,0.0289876999999999,, ,203.0,Success,0.0076897999999999,, ,203.0,Success,0.0085825,, ,203.0,Success,0.0019029999999999,, ,203.0,Success,0.000765958,, ,0.0085825,85.72350215114285,226.77461994418857,0.0
Query_215.sparql,3,6,"{'select': 1, 'where': 1, 'PropertyPath': 4}", ,108.0,Success,0.0022707,, ,108.0,Success,0.0193489,, ,108.0,Success,0.0409603999999999,, ,108.0,Success,2.860993,, ,108.0,Success,0.007049,, ,108.0,Success,25.765149,, ,108.0,Success,10.37047247,, ,0.0409603999999999,5.580891924285715,9.674300211334446,0.0
Query_216.sparql,8,9,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 3, 'Order': 3}", ,,Error,600.0,"ParseException, cause: Unexpected input: [
          ps:P2102 ?bp ;
          psv:P2102/wikibase:quantityUnit  ?bpUnit
        ] .
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
} ORDER BY DESC(?bpUnit) ASC(?bp)", ,136.0,Success,0.0178408,, ,136.0,Success,0.0349364999999999,, ,136.0,Success,0.0198415,, ,136.0,Success,0.0057882,, ,136.0,Success,0.0055017999999999,, ,136.0,Success,0.002214475,, ,0.0178408,85.72658903928571,226.77325883028374,0.0
Query_218.sparql,7,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?name is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,20.0,Success,1.6292964,, ,20.0,Success,0.3786978,, ,20.0,Success,0.1350845,, ,20.0,Success,0.1606179,, ,20.0,Success,0.3747391,, ,20.0,Success,0.150832488,, ,0.3747391,86.11846688400001,226.60107122260516,0.0
Query_219.sparql,10,12,"{'select': 1, 'SetFunc': 2, 'distinct': 2, 'as': 2, 'where': 1, 'PropertyPath': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"NOT YET IMPLEMENTED (The property path (<http://www.wikidata.org/prop/direct/P279>)* can evaluate to the empty path which is not yet supported.; in ../src/engine/QueryPlanner.cpp, line 1487, function std::vector<QueryPlanner::SubtreePlan> QueryPlanner::seedFromPropertyPathTriple(const SparqlTriple&))", ,41.0,Success,0.0665459,, ,41.0,Success,0.1367295,, ,41.0,Success,0.0183084,, ,41.0,Success,0.0147903,, ,41.0,Success,0.1602439,, ,41.0,Success,0.06449817,, ,0.0665459,85.78015945285713,226.74964286082928,0.0
Query_220.sparql,7,4,"{'select': 1, 'where': 1, 'Order': 1, 'limit': 1}", ,88.0,Success,0.0019282,, ,88.0,Success,0.0123048,, ,88.0,Success,0.0285111,, ,88.0,Success,0.0046084,, ,88.0,Success,0.0043707,, ,88.0,Success,0.0014437999999999,, ,88.0,Success,0.00058113,, ,0.0043707,0.00767830428571427,0.00998396234074739,0.0
Query_221.sparql,7,4,"{'select': 1, 'where': 1, 'Order': 2}", ,715.0,Success,0.0084552,, ,715.0,Success,0.0752545,, ,715.0,Success,15.6971296,, ,715.0,Success,0.0483252,, ,715.0,Success,0.0317804,, ,715.0,Success,0.0074923999999999,, ,715.0,Success,0.003015691,, ,0.0317804,2.2673504272857143,5.922033395687297,0.0
Query_222.sparql,3,2,"{'select': 1, 'where': 1}", ,384.0,Success,0.0021822,, ,384.0,Success,0.0386721,, ,384.0,Success,0.0608733,, ,384.0,Success,0.0105941,, ,384.0,Success,0.0092614,, ,384.0,Success,0.0045973,, ,384.0,Success,0.001850413,, ,0.0092614,0.01829011614285714,0.022681568173431574,0.0
Query_223.sparql,7,9,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'PropertyPath': 2, 'groupby': 1, 'limit': 1}", ,10.0,Success,0.0023825,, ,,Timeout,600.0,Query timed out, ,10.0,Success,3.5523347000000003,, ,10.0,Success,11.445184,, ,10.0,Success,2.2267344,, ,10.0,Success,22.6158814,, ,10.0,Success,9.102892264,, ,9.102892264,92.7064870377143,223.82339065929148,0.0
Query_224.sparql,8,11,"{'select': 2, 'where': 2, 'SetFunc': 2, 'as': 2, 'groupby': 1, 'Order': 2}", ,2634.0,Success,0.0097494,, ,2634.0,Success,0.2302722999999999,, ,2634.0,Success,0.3200874999999999,, ,2634.0,Success,0.2455541,, ,2634.0,Success,0.0848001,, ,2634.0,Success,0.0551965,, ,2634.0,Success,0.022216591,, ,0.0848001,0.1382680701428571,0.12435036494479404,0.0
Query_225.sparql,7,8,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?occupationLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,,Timeout,600.0,Query timed out, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""f2bf72cb-b700-c5b6-707a-857f3bee375c"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,1.0,Success,67.915323,, ,1.0,Success,79.7689392,, ,1.0,Success,142.9382707,, ,1.0,Success,57.53265396,, ,142.9382707,306.8793124085714,275.527537514,0.0
Query_226.sparql,8,5,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 1}", ,0.0,Success,0.0052488,Empty Response, ,0.0,Success,165.1515358,Empty Response, ,0.0,Success,0.019234,Empty Response, ,0.0,Success,3.2909177,Empty Response, ,0.0,Success,0.0038255,Empty Response, ,0.0,Success,24.4062562,Empty Response, ,0.0,Success,9.823518121,Empty Response, ,3.2909177,28.957219445857145,60.701981395809106,0.0
Query_227.sparql,4,3,"{'select': 1, 'where': 1, 'values': 1}", ,5.0,Success,0.0015677,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,5.0,Success,0.0155899,, ,5.0,Success,0.0026865,, ,5.0,Success,0.0028229,, ,5.0,Success,0.0010596,, ,5.0,Success,0.000426489,, ,0.0026865,85.71773615557142,226.77716236448956,0.0
Query_228.sparql,12,8,"{'select': 1, 'where': 1, 'filter': 2, 'notexists': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: NOT EXISTS {
    ?article schema:about ?item .
    ?article schema:inLanguage ""en"" .
    ?article schema:isPartOf <https://en.wikipedia.org/>
  }
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en,de,es,ar,fr"" }
}
GROUP BY ?item ?itemLabel ?linkcount
ORDER BY DESC(?linkcount)", ,,Timeout,600.0,Query timed out, ,0.0,Success,0.5702491000000001,Empty Response, ,1.0,Success,55.2686661,, ,0.0,Success,0.4913693999999999,Empty Response, ,0.0,Success,0.0334785,Empty Response, ,0.0,Success,0.013475096,Empty Response, ,0.5702491000000001,179.48246259942857,287.96918605917364,0.44721359549995804
Query_229.sparql,3,2,"{'select': 1, 'where': 1}", ,4.0,Success,0.008843,, ,4.0,Success,0.0148378,, ,4.0,Success,0.0496753,, ,4.0,Success,0.0053692,, ,4.0,Success,0.0053641,, ,4.0,Success,0.0028546,, ,4.0,Success,0.001148977,, ,0.0053692,0.012584711,0.016953074932549758,0.0
Query_230.sparql,7,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?authorLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,,Timeout,600.0,Query timed out, ,128516.0,Success,40.3100138,, ,128516.0,Success,66.747759,, ,128516.0,Success,56.26360939999999,, ,128516.0,Success,67.1073794,, ,128516.0,Success,27.01072021,, ,66.747759,208.20564025857144,268.0272415304773,0.0
Query_231.sparql,19,13,"{'select': 1, 'if': 1, 'bound': 1, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 1, 'bind': 1, 'filter': 1, 'Order': 2}", ,,,0.0011538,, ,,,,, ,,,304.6944052,, ,,,0.0029107,, ,,,0.001846,, ,,,0.0012763,, ,,,0.000513711,, ,0.0015611499999999999,50.78368428516666,124.39034129532153,
Query_232.sparql,9,6,"{'select': 1, 'distinct': 1, 'where': 1, 'optional': 1, 'PropertyPath': 2}", ,21.0,Success,0.006441,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,21.0,Success,0.1698395,, ,21.0,Success,0.3979898,, ,21.0,Success,0.0306537,, ,21.0,Success,0.2313892,, ,21.0,Success,0.093134153,, ,0.1698395,85.84706390757142,226.7201732556936,0.0
Query_233.sparql,4,3,"{'select': 1, 'distinct': 1, 'where': 1}", ,100000.0,Error,600.0,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,,Timeout,600.0,Incomplete result, ,,Timeout,600.0,Incomplete result, ,1785409.0,Success,217.52388,, ,,Success,30.0459022,Incomplete result, ,,Success,12.09347564,Incomplete result, ,600.0,379.9518939771429,282.20015196210045,1191764.132972838
Query_234.sparql,5,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'PropertyPath': 2, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,,Error,600.0,File is empty, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""8cbf7312-f2f1-9959-740a-44211f50bb96"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,1.0,Timeout,600.0,, ,224813.0,Success,98.4029975,, ,224813.0,Success,39.60720649,, ,600.0,448.2871719985714,259.65430886520033,129795.26871705816
Query_235.sparql,6,6,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'PropertyPath': 2}", ,,Error,600.0,"ParseException, cause: Expected another token in input prov:wasDerivedFrom/", ,,Timeout,600.0,Query timed out, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""c8bf732c-26ab-c1c1-7298-facafce845ab"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,1.0,Timeout,600.0,, ,1.0,Success,94.1221082,, ,1.0,Success,37.88414855,, ,600.0,447.4294652500001,261.0690506826576,0.0
Query_236.sparql,8,6,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'filter': 1, 'TermFunc': 1}", ,,Error,600.0,"ParseException, cause: Expected another token in input prov:wasDerivedFrom/", ,,Error,600.0,BlockMgrMapped.segmentAllocate: Segment = 12319 : Offset = 103339261952, ,64.0,Success,12.650696,, ,64.0,Success,0.0916947999999999,, ,64.0,Success,0.0081079,, ,64.0,Success,0.0015695,, ,64.0,Success,0.000631724,, ,0.0916947999999999,173.25038570342852,291.5619361191014,0.0
Query_237.sparql,11,15,"{'select': 1, 'where': 1, 'bind': 1, 'TermFunc': 3, 'as': 1, 'filter': 3, 'exists': 1, 'PropertyPath': 3, 'Order': 1}", ,,Error,600.0,aggregates like COUNT are the only 'builtInCalls' that are supported by this parser, ,165.0,Success,138.57571339999998,, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""84bf7346-738d-70cf-3278-426c2017e20f"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,165.0,Success,21.0175253,, ,165.0,Success,38.1669708,, ,165.0,Success,0.5895601,, ,165.0,Success,0.23729794,, ,38.1669708,199.79815250571428,277.3887086300409,0.0
Query_238.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'union': 2}", ,,Error,600.0,"ParseException, cause: Expected a token of type IRI but got a token of type KEYWORD (union) in the input at pos 2054 : UNION { ?journal wdt:P921 wd:Q13420675 } # and/or topic library and information science  
    }
    #SERVICE wikibase:label {
#        bd:serviceParam wikibase:language ""en"" .
#        ?journal rdfs:label ?name .
#    }
}", ,87.0,Success,1.1340696,, ,87.0,Success,0.0242445,, ,87.0,Success,0.0044715,, ,87.0,Success,0.0034866,, ,87.0,Success,0.0014905,, ,87.0,Success,0.000599926,, ,0.0044715,85.88119466085713,226.70547323261866,0.0
Query_239.sparql,6,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?subjectLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,,Timeout,600.0,Query timed out, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""cebf735f-a513-e394-917e-14e076f2c9d0"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,200.0,Success,33.2683263,, ,200.0,Success,34.260866199999995,, ,200.0,Success,84.3643345,, ,200.0,Success,33.95664464,, ,84.3643345,283.69288166285713,296.41733681730494,0.0
Query_240.sparql,7,9,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'PropertyPath': 2, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?main_subjectLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,,Timeout,600.0,Query timed out, ,96.0,Success,5.7666085,, ,96.0,Success,14.7693736,, ,96.0,Success,2.3336011,, ,96.0,Success,80.24743099999999,, ,96.0,Success,32.29959098,, ,32.29959098,190.77380074,280.7659898332599,0.0
Query_242.sparql,3,2,"{'select': 1, 'where': 1}", ,15.0,Success,0.0012533,, ,15.0,Success,0.0070401999999999,, ,15.0,Success,0.0158184,, ,15.0,Success,0.0024785,, ,15.0,Success,0.0014617,, ,15.0,Success,0.0010009,, ,15.0,Success,0.000402862,, ,0.0014617,0.004207980285714272,0.00558048529305954,0.0
Query_243.sparql,15,5,"{'select': 1, 'where': 1, 'Order': 2, 'limit': 1}", ,100.0,Success,0.0056377,, ,100.0,Success,0.064715,, ,100.0,Success,0.0688582,, ,100.0,Success,0.0142024,, ,100.0,Success,0.0192595,, ,100.0,Success,0.0052166,, ,100.0,Success,0.002099682,, ,0.0142024,0.02571272599999999,0.02868656692351431,0.0
Query_244.sparql,8,8,"{'select': 1, 'distinct': 1, 'where': 1, 'optional': 1, 'filter': 2, 'TermFunc': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: *", ,1276.0,Success,0.0622947,, ,1276.0,Success,0.1770352,, ,1276.0,Success,0.0414426,, ,1276.0,Success,0.0284181,, ,1276.0,Success,0.0063501,, ,1276.0,Success,0.002555915,, ,0.0414426,85.75972808785714,226.7586532939457,0.0
Query_245.sparql,8,11,"{'select': 1, 'SetFunc': 2, 'as': 2, 'where': 1, 'filter': 1, 'TermFunc': 1, 'groupby': 1, 'Order': 2}", ,77.0,Success,0.0021502,, ,,Error,600.0,Parse error: Variable used when already in-scope: ?label in ((AGG ?.0 SAMPLE(?label)) AS ?label), ,77.0,Success,0.081882,, ,77.0,Success,0.0318079,, ,77.0,Success,0.0193402,, ,77.0,Success,0.0039007,, ,77.0,Success,0.001570032,, ,0.0193402,85.73437871885713,226.76982539298618,0.0
Query_246.sparql,8,15,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'PropertyPath': 2, 'minus': 1, 'groupby': 1, 'Order': 4, 'limit': 1}", ,100000.0,Error,600.0,, ,,Error,600.0,Parse error: Variable used when already in-scope: ?mass in ((AGG ?.0 MAX(?mass)) AS ?mass), ,100.0,Success,10.4588056,, ,100.0,Success,3.0406883,, ,100.0,Success,2.2845012,, ,100.0,Success,1.3403617,, ,100.0,Success,0.539495584,, ,3.0406883,173.951978912,291.0643978569047,40784.00421733991
Query_247.sparql,6,5,"{'select': 1, 'where': 1, 'optional': 2, 'Order': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?itemLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,756.0,Success,0.0372402,, ,756.0,Success,0.0437324,, ,756.0,Success,0.0134174999999999,, ,756.0,Success,0.0161057,, ,756.0,Success,0.0031952,, ,756.0,Success,0.001286068,, ,0.0161057,85.73071100971428,226.7714414996678,0.0
Query_248.sparql,9,7,"{'select': 1, 'where': 1, 'PropertyPath': 3, 'filter': 1, 'limit': 1}", ,10.0,Success,0.006413,, ,10.0,Success,0.1426059,, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""82bf7080-2cc1-8e68-c559-6a02529c655c"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,10.0,Success,1.2626539,, ,10.0,Success,1.1782814,, ,10.0,Success,0.3231409,, ,10.0,Success,0.130064212,, ,0.3231409,86.14902275885713,226.58756419983868,0.0
Query_249.sparql,3,8,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2, 'limit': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?pr; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,50.0,Success,0.0783945,, ,50.0,Success,0.0513696,, ,50.0,Success,0.0357798,, ,50.0,Success,0.1876901999999999,, ,50.0,Success,0.1652189,, ,50.0,Success,0.066500607,, ,0.0783945,85.79785051528572,226.74184253634175,0.0
Query_250.sparql,5,5,"{'select': 1, 'DateFunc': 1, 'as': 1, 'where': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: YEAR(?date) AS ?year) WHERE {
?h wdt:P39 wd:Q11696;
   wdt:P509 ?cause;
   wdt:P570 ?date
#SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
} ORDER BY ?year", ,44.0,Success,0.0077888,, ,44.0,Success,0.0197403999999999,, ,44.0,Success,0.0039878,, ,44.0,Success,0.0027204,, ,44.0,Success,0.0012099,, ,44.0,Success,0.000486985,, ,0.0039878,85.71941918357143,226.7764202539479,0.0
Query_251.sparql,8,11,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'optional': 1, 'filter': 1, 'TermFunc': 1, 'groupby': 1, 'Order': 3}", ,,Error,600.0,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT", ,25.0,Success,0.0124054,, ,25.0,Success,0.0393491,, ,25.0,Success,0.0080708,, ,25.0,Success,0.0045496,, ,25.0,Success,0.0015859,, ,25.0,Success,0.000638325,, ,0.0080708,85.72379987500001,226.77448884149993,0.0
